Rho1,Rho2,StageType,GlobalI1,GlobalE1,GlobalS1,DIF1,DIMI1,DIME1,DIMS1,DIM1,DIMper1,INTI1,INTE1,INTS1,INT1,INTper1,DI1,DIS1,AIper1,GlobalI2,GlobalE2,GlobalS2,DIF2,DIMI2,DIME2,DIMS2,DIM2,DIMper2,INTI2,INTE2,INTS2,INT2,INTper2,DI2,DIS2,AIper2,BalDIMI1,BalDIME1,BalDIMS1,BalDIMI2,BalDIME2,BalDIMS2,DIF1divDIF2,VQ1,VQ2,SQ1,SQ2,BQr1,BQr2,BQa1,BQa2,CQ1,CQ2
844,904,,8,24,26,42,7,17,18,12,0.29,1,7,8,16,0.38,8,4,0.69,12,16,14,32,9,12,11,4,0.13,3,4,3,10,0.31,2,0,0.5,,,,,,,1.31,74,32,46,14,0.62,0.44,60,23,37.3,10.06
916,904,,10,11,11,28,9,9,7,2,0.07,1,2,4,7,0.25,5,0,0.5,6,18,15,32,6,15,10,13,0.41,0,3,5,8,0.25,7,0,0.5,,,,,,,0.88,37,9,53,21,1.43,2.33,45,15,64.46,35
794,732,,18,24,29,48,13,16,19,9,0.19,5,8,10,23,0.48,7,0,0.5,27,20,37,56,18,14,24,16,0.29,9,6,13,28,0.5,11,4,0.7,,,,,,,0.86,80,32,104,48,1.3,1.5,92,40,119.6,60
796,782,,14,19,31,46,9,14,21,17,0.37,5,5,10,20,0.43,10,2,0.54,14,19,37,48,11,14,23,21,0.44,3,5,14,22,0.46,20,0,0.5,,,,,,,0.96,85,39,91,43,1.07,1.1,88,41,94.21,45.21
922,907,,12,6,18,28,9,6,13,11,0.39,3,0,5,8,0.29,7,0,0.5,20,4,15,31,15,4,12,14,0.45,5,0,3,8,0.26,7,0,0.52,,,,,,,0.9,47,19,53,22,1.13,1.16,50,20.5,56.38,23.74
880,672,,14,14,18,38,12,10,14,4,0.11,2,4,4,10,0.26,2,2,0.66,31,31,28,62,17,20,19,7,0.11,14,11,9,34,0.55,8,2,0.56,,,,,,,0.61,54,16,105,43,1.94,2.69,79.5,29.5,154.58,79.28
968,888,,6,5,7,16,5,5,6,2,0.13,1,0,1,2,0.13,1,0,0.5,10,25,8,32,8,17,7,19,0.59,2,8,1,11,0.34,13,0,0.5,,,,,,,0.5,20,4,62,30,3.1,7.5,41,17,127.1,127.5
786,846,,25,27,22,54,18,19,17,3,0.06,7,8,5,20,0.37,4,2,0.61,27,16,14,42,18,12,12,12,0.29,9,4,2,15,0.36,12,0,0.5,,,,,,,1.29,79,25,69,27,0.87,1.08,74,26,64.63,28.08
934,858,,13,5,15,28,11,5,12,8,0.29,2,0,3,5,0.18,4,0,0.5,17,18,19,38,12,13,13,1,0.03,5,5,6,16,0.42,2,0,0.5,,,,,,,0.74,41,13,55,17,1.34,1.31,48,15,64.39,19.62
934,744,,12,11,11,28,10,9,9,2,0.07,2,2,2,6,0.21,0,0,0.5,30,26,25,56,20,18,16,4,0.07,10,8,9,27,0.48,3,0,0.5,,,,,,,0.5,36,8,87,31,2.42,3.88,61.5,19.5,148.63,75.56
874,784,,7,11,25,34,7,9,17,20,0.59,0,2,8,10,0.29,14,2,0.53,14,27,32,50,11,18,21,13,0.26,3,9,11,23,0.46,10,0,0.5,,,,,,,0.68,66,32,86,36,1.3,1.13,76,34,99.03,38.25
912,734,,6,8,15,26,5,7,10,16,0.62,1,1,5,7,0.27,8,2,0.58,25,25,21,50,15,16,15,4,0.08,10,9,6,25,0.5,5,4,0.74,,,,,,,0.52,51,25,83,33,1.63,1.32,67,29,109.04,38.28
960,676,,8,7,9,22,7,7,8,2,0.09,1,0,1,2,0.09,1,0,0.5,26,39,33,66,17,25,22,9,0.14,9,14,11,34,0.52,8,2,0.55,,,,,,,0.33,26,4,111,45,4.27,11.25,68.5,24.5,292.44,275.63
918,904,,7,15,13,28,6,12,10,8,0.29,1,3,3,7,0.25,2,0,0.5,18,15,8,32,13,11,8,7,0.22,5,4,0,9,0.28,6,2,0.59,,,,,,,0.88,43,15,50,18,1.16,1.2,46.5,16.5,54.07,19.8
914,904,,16,8,10,28,12,7,7,8,0.29,4,1,3,8,0.29,4,0,0.5,18,14,13,36,14,11,11,6,0.17,4,3,2,9,0.25,3,0,0.5,,,,,,,0.78,44,16,51,15,1.16,0.94,47.5,15.5,55.06,14.53
834,836,,25,6,15,38,17,5,10,19,0.5,8,1,5,14,0.37,10,0,0.5,17,31,13,44,13,21,10,19,0.43,4,10,3,17,0.39,13,0,0.5,,,,,,,0.86,71,33,80,36,1.13,1.09,75.5,34.5,85.07,37.64
886,848,,9,15,17,32,8,10,12,4,0.13,1,5,5,11,0.34,4,0,0.5,21,29,9,42,15,19,8,15,0.36,6,10,1,17,0.4,13,0,0.5,,,,,,,0.76,47,15,74,32,1.57,2.13,60.5,23.5,95.26,50.13
916,878,,13,9,18,32,10,8,14,10,0.31,3,1,4,8,0.25,4,0,0.5,13,20,12,36,10,16,7,12,0.33,3,4,5,12,0.33,3,0,0.5,,,,,,,0.89,50,18,60,24,1.2,1.33,55,21,66,28
662,788,,27,25,29,64,18,14,17,5,0.08,9,11,12,32,0.5,4,4,0.61,20,35,20,52,15,23,14,17,0.33,5,12,6,23,0.44,13,0,0.5,,,,,,,1.23,105,41,92,40,0.88,0.98,98.5,40.5,86.3,39.51
928,870,,7,10,17,28,6,9,13,11,0.39,1,1,4,6,0.21,6,0,0.5,10,24,16,36,8,17,11,15,0.42,2,7,5,14,0.39,7,0,0.5,,,,,,,0.78,45,17,65,29,1.44,1.71,55,23,79.44,39.24
902,805,,10,11,19,34,7,10,15,11,0.32,3,1,4,8,0.24,4,2,0.62,18,15,24,41,13,10,14,7,0.17,5,5,10,20,0.49,10,1,0.51,,,,,,,0.83,55,21,69,28,1.25,1.33,62,24.5,77.78,32.67
930,872,,8,10,14,26,7,8,11,7,0.27,1,2,3,6,0.23,3,0,0.5,12,18,15,36,9,14,10,6,0.17,3,4,5,12,0.33,3,2,0.58,,,,,,,0.72,39,13,56,20,1.44,1.54,47.5,16.5,68.21,25.38
916,932,,8,8,12,24,6,8,7,6,0.25,2,0,5,7,0.29,8,0,0.5,8,9,10,24,6,8,7,6,0.25,2,1,3,6,0.25,3,0,0.5,,,,,,,1,37,13,36,12,0.97,0.92,36.5,12.5,35.51,11.54
864,854,,12,18,20,38,10,13,14,7,0.18,2,5,6,13,0.34,5,0,0.5,20,23,15,42,15,16,11,6,0.14,5,7,4,16,0.38,5,0,0.5,,,,,,,0.9,58,20,64,22,1.1,1.1,61,21,67.31,23.1
928,772,,3,3,23,22,3,3,16,26,1.18,0,0,7,7,0.32,14,0,0.5,24,10,29,46,15,7,20,14,0.3,9,3,9,21,0.46,6,2,0.57,,,,,,,0.48,55,33,83,37,1.51,1.12,69,35,104.13,39.24
894,958,,13,4,24,30,10,4,16,18,0.6,3,0,8,11,0.37,13,2,0.57,14,5,4,20,11,5,4,13,0.65,3,0,0,3,0.15,6,0,0.5,,,,,,,1.5,61,31,36,16,0.59,0.52,48.5,23.5,28.62,12.13
934,770,,10,8,14,26,8,8,10,4,0.15,2,0,4,6,0.23,6,0,0.5,21,27,32,56,16,18,22,10,0.18,5,9,10,24,0.43,6,0,0.5,,,,,,,0.46,36,10,90,34,2.5,3.4,63,22,157.5,74.8
916,910,,5,12,18,26,4,9,13,13,0.5,1,3,5,9,0.35,6,0,0.5,12,14,13,30,10,10,10,0,0,2,4,3,9,0.3,3,0,0.5,,,,,,,0.87,48,22,39,9,0.81,0.41,43.5,15.5,35.34,6.34
920,840,,9,16,12,30,8,12,10,6,0.2,1,4,2,7,0.23,5,0,0.5,17,15,21,40,12,10,15,5,0.13,5,5,6,16,0.4,2,0,0.5,,,,,,,0.75,43,13,61,21,1.42,1.62,52,17,73.77,27.46
916,842,,10,16,12,30,9,12,9,6,0.2,1,4,3,8,0.27,4,0,0.5,13,27,20,44,10,19,15,13,0.3,3,8,5,16,0.36,8,0,0.5,,,,,,,0.68,44,14,73,29,1.66,2.07,58.5,21.5,97.06,44.54
878,930,,9,15,11,32,8,10,7,10,0.31,1,5,4,10,0.31,5,0,0.5,9,12,10,24,7,10,7,6,0.25,2,2,3,7,0.29,2,0,0.5,,,,,,,1.33,52,20,37,13,0.71,0.65,44.5,16.5,31.66,10.73
806,618,,21,11,27,46,15,10,17,17,0.37,6,1,10,17,0.37,13,4,0.63,32,36,45,72,21,23,28,12,0.17,11,13,17,41,0.57,10,4,0.64,,,,,,,0.64,84,38,129,57,1.54,1.5,106.5,47.5,163.55,71.25
752,836,,10,19,31,46,7,13,17,26,0.57,3,6,14,23,0.5,19,4,0.67,20,25,16,44,14,17,13,7,0.16,6,8,3,17,0.39,7,0,0.5,,,,,,,1.05,99,53,68,24,0.69,0.45,83.5,38.5,57.35,17.43
896,828,,19,8,17,34,14,8,12,8,0.24,5,0,5,10,0.29,5,0,0.5,5,25,30,42,5,17,20,18,0.43,0,8,10,18,0.43,12,2,0.71,,,,,,,0.81,52,18,80,38,1.54,2.11,66,28,101.54,59.11
924,616,,7,18,8,26,6,13,7,13,0.5,1,5,1,7,0.27,8,2,0.62,27,18,42,60,19,14,26,21,0.35,8,4,16,28,0.47,20,4,0.68,,,,,,,0.43,48,22,113,53,2.35,2.41,80.5,37.5,189.51,90.34
922,826,,14,11,11,30,11,9,10,3,0.1,3,2,1,6,0.2,3,0,0.5,24,14,21,42,16,10,15,6,0.14,8,4,6,18,0.43,6,0,0.5,,,,,,,0.71,39,9,66,24,1.69,2.67,52.5,16.5,88.85,44
968,866,,7,7,7,20,7,7,6,1,0.05,0,0,1,1,0.05,2,0,0.5,12,25,11,34,9,17,8,17,0.5,3,8,3,14,0.41,10,0,0.5,,,,,,,0.59,22,2,65,31,2.95,15.5,43.5,16.5,128.52,255.75
808,758,,18,22,28,48,14,15,19,9,0.19,4,7,9,20,0.42,7,0,0.5,25,19,34,52,17,13,22,14,0.27,8,6,12,26,0.5,10,2,0.56,,,,,,,0.92,77,29,94,42,1.22,1.45,85.5,35.5,104.38,51.41
880,912,,14,10,16,32,12,8,10,4,0.13,2,2,6,10,0.31,8,0,0.5,14,14,12,32,11,11,10,1,0.03,3,3,2,8,0.25,1,0,0.5,,,,,,,1,46,14,41,9,0.89,0.64,43.5,11.5,38.77,7.39
908,836,,13,9,18,32,11,8,13,7,0.22,2,1,5,8,0.25,7,0,0.5,18,16,28,44,13,12,19,13,0.3,5,4,9,18,0.41,9,0,0.5,,,,,,,0.73,47,15,75,31,1.6,2.07,61,23,97.34,47.53
924,882,,8,8,20,30,7,8,15,15,0.5,1,0,5,6,0.2,9,2,0.53,12,20,16,36,9,15,12,9,0.25,3,5,4,12,0.33,3,0,0.5,,,,,,,0.83,53,23,57,21,1.08,0.91,55,22,59.15,20.09
948,848,,13,6,9,26,11,6,9,7,0.27,2,0,0,2,0.08,4,0,0.5,11,21,15,36,9,14,10,12,0.33,2,7,5,14,0.39,7,0,0.5,,,,,,,0.72,35,9,62,26,1.77,2.89,48.5,17.5,85.91,50.56
880,870,,12,14,23,38,10,11,17,13,0.34,2,3,6,11,0.29,7,0,0.5,23,7,18,36,16,6,14,12,0.33,7,1,4,12,0.33,9,0,0.5,,,,,,,1.06,62,24,60,24,0.97,1,61,24,59.03,24
846,814,,13,21,16,38,11,15,10,7,0.18,2,6,6,14,0.37,4,2,0.63,12,27,20,44,10,17,15,13,0.3,2,10,5,17,0.39,13,2,0.68,,,,,,,0.86,61,23,76,32,1.25,1.39,68.5,27.5,85.34,38.26
908,822,,8,10,22,32,7,9,16,16,0.5,1,1,6,8,0.25,10,0,0.5,19,22,17,44,14,16,10,4,0.09,5,6,7,18,0.41,3,0,0.5,,,,,,,0.73,56,24,66,22,1.18,0.92,61,23,71.89,21.08
940,824,,9,11,12,28,8,10,10,2,0.07,1,1,2,4,0.14,2,0,0.5,11,18,30,42,9,13,20,18,0.43,2,5,10,17,0.4,13,0,0.5,,,,,,,0.67,34,6,77,35,2.26,5.83,55.5,20.5,125.69,119.58
918,926,,8,9,19,28,7,7,14,14,0.5,1,2,5,8,0.29,7,0,0.5,9,19,5,26,7,14,5,16,0.62,2,5,0,7,0.27,8,0,0.5,,,,,,,1.08,50,22,49,23,0.98,1.05,49.5,22.5,48.51,23.52
