Rho1,Rho2,StageType,GlobalI1,GlobalE1,GlobalS1,DIF1,DIMI1,DIME1,DIMS1,DIM1,DIMper1,INTI1,INTE1,INTS1,INT1,INTper1,DI1,DIS1,AIper1,GlobalI2,GlobalE2,GlobalS2,DIF2,DIMI2,DIME2,DIMS2,DIM2,DIMper2,INTI2,INTE2,INTS2,INT2,INTper2,DI2,DIS2,AIper2,BalDIMI1,BalDIME1,BalDIMS1,BalDIMI2,BalDIME2,BalDIMS2,DIF1divDIF2,VQ1,VQ2,SQ1,SQ2,BQr1,BQr2,BQa1,BQa2,CQ1,CQ2
816,892,,19,9,14,32,10,7,11,10,0.31,9,2,3,14,0.44,13,2,0.78,10,10,21,32,8,7,15,13,0.41,2,3,6,11,0.34,7,0,0.5,,,,,,,1,58,26,56,24,0.97,0.92,57,25,55.03,23.08
916,930,,8,12,16,28,7,10,11,5,0.18,1,2,5,8,0.29,7,0,0.5,6,14,11,26,6,11,9,7,0.27,0,3,2,5,0.19,4,0,0.5,,,,,,,1.08,41,13,38,12,0.93,0.92,39.5,12.5,36.61,11.54
922,836,,8,5,22,28,7,5,16,20,0.71,1,0,6,7,0.25,11,0,0.5,15,20,21,44,12,14,15,7,0.16,3,6,6,15,0.34,3,0,0.5,,,,,,,0.64,55,27,66,22,1.2,0.81,60.5,24.5,72.6,19.96
900,720,,15,16,11,32,11,12,9,4,0.13,4,4,2,10,0.31,2,2,0.63,19,26,32,50,13,15,21,13,0.26,6,11,11,28,0.56,5,4,0.76,,,,,,,0.64,48,16,95,45,1.98,2.81,71.5,30.5,141.51,85.78
864,892,,13,10,17,32,10,7,10,7,0.22,3,3,7,13,0.41,8,0,0.5,16,9,10,30,10,8,9,9,0.3,6,1,1,8,0.27,10,2,0.63,,,,,,,1.07,52,20,49,19,0.94,0.95,50.5,19.5,47.59,18.53
904,956,,8,15,18,32,7,11,14,10,0.31,1,4,4,9,0.28,3,0,0.5,2,7,12,18,2,6,10,12,0.67,0,1,2,3,0.17,3,0,0.5,,,,,,,1.78,51,19,33,15,0.65,0.79,42,17,27.18,13.42
942,900,,15,4,9,24,12,3,9,12,0.5,3,1,0,4,0.17,5,0,0.5,7,12,21,30,6,10,14,12,0.4,1,2,7,10,0.33,11,0,0.5,,,,,,,0.8,40,16,52,22,1.3,1.38,46,19,59.8,26.13
954,916,,4,8,13,24,4,8,12,12,0.5,0,0,1,1,0.04,2,0,0.5,11,16,10,30,9,13,8,9,0.3,2,3,2,7,0.23,2,0,0.5,,,,,,,0.8,37,13,46,16,1.24,1.23,41.5,14.5,51.59,17.85
962,839,,4,6,12,20,4,6,10,10,0.5,0,0,2,2,0.1,4,2,0.6,23,27,10,45,16,19,7,12,0.27,7,8,3,18,0.4,6,0,0.5,,,,,,,0.44,34,14,75,30,2.21,2.14,54.5,22,120.22,47.14
894,846,,13,11,20,36,11,10,15,9,0.25,2,1,5,8,0.22,7,2,0.61,19,24,14,44,14,18,10,10,0.23,5,6,4,15,0.34,3,0,0.5,,,,,,,0.82,55,19,69,25,1.25,1.32,62,22,77.78,28.95
932,898,,8,6,18,26,7,6,13,13,0.5,1,0,5,6,0.23,9,2,0.54,9,23,10,32,7,16,9,16,0.5,2,7,1,10,0.31,11,0,0.5,,,,,,,0.81,47,21,58,26,1.23,1.24,52.5,23.5,64.79,29.1
900,908,,14,13,16,32,10,10,12,4,0.13,4,3,4,11,0.34,1,0,0.5,8,15,14,30,7,12,10,6,0.2,1,3,4,8,0.27,4,0,0.5,,,,,,,1.07,47,15,44,14,0.94,0.93,45.5,14.5,42.6,13.53
824,758,,16,20,28,46,13,14,19,11,0.24,3,6,9,18,0.39,9,0,0.5,32,25,25,56,22,17,17,10,0.18,10,8,8,26,0.46,4,0,0.5,,,,,,,0.82,75,29,92,36,1.23,1.24,83.5,32.5,102.43,40.34
832,840,,10,24,27,44,9,17,18,10,0.23,1,7,9,17,0.39,10,6,0.7,8,15,26,38,7,10,17,13,0.34,1,5,9,15,0.39,12,0,0.5,,,,,,,1.16,77,33,66,28,0.86,0.85,71.5,30.5,61.29,25.88
864,854,,16,10,12,32,10,9,7,7,0.22,6,1,5,12,0.38,6,0,0.5,14,9,26,40,12,8,17,20,0.5,2,1,9,12,0.3,15,0,0.5,,,,,,,0.8,51,19,72,32,1.41,1.68,61.5,25.5,86.82,42.95
778,768,,5,26,29,44,5,14,19,16,0.36,0,12,10,22,0.5,14,2,0.7,26,31,24,56,18,21,17,7,0.13,8,10,7,25,0.45,5,2,0.64,,,,,,,0.79,84,40,90,34,1.07,0.85,87,37,93.21,31.45
856,878,,7,17,28,36,6,12,18,18,0.5,1,5,10,16,0.44,14,2,0.61,13,15,20,36,11,12,13,3,0.08,2,3,7,12,0.33,9,0,0.5,,,,,,,1,72,36,51,15,0.71,0.42,61.5,25.5,43.56,10.63
926,792,,8,6,15,26,7,6,10,13,0.5,1,0,5,6,0.23,9,2,0.65,23,15,26,46,15,11,18,8,0.17,8,4,8,20,0.43,4,0,0.5,,,,,,,0.57,47,21,74,28,1.57,1.33,60.5,24.5,95.26,32.67
900,806,,14,12,18,34,11,10,13,5,0.15,3,2,5,10,0.29,5,0,0.5,25,26,20,50,17,19,14,7,0.14,8,7,6,21,0.42,3,0,0.5,,,,,,,0.68,49,15,78,28,1.59,1.87,63.5,21.5,101.08,40.13
914,880,,12,13,14,32,10,10,12,4,0.13,2,3,2,7,0.22,2,0,0.5,12,19,17,36,10,14,12,6,0.17,2,5,5,12,0.33,3,0,0.5,,,,,,,0.89,43,11,54,18,1.26,1.64,48.5,14.5,60.91,23.73
910,930,,9,15,16,32,8,12,12,4,0.13,1,3,4,8,0.25,4,2,0.53,11,13,10,28,9,11,8,5,0.18,2,2,2,6,0.21,0,0,0.5,,,,,,,1.14,46,14,39,11,0.85,0.79,42.5,12.5,36.03,9.82
782,796,,11,28,26,48,9,19,14,12,0.25,2,9,12,23,0.48,13,2,0.65,13,32,27,52,11,22,19,14,0.27,2,10,8,20,0.38,10,2,0.52,,,,,,,0.92,85,37,88,36,1.04,0.97,86.5,36.5,89.55,35.51
928,854,,10,7,16,26,8,6,12,10,0.38,2,1,4,7,0.27,5,0,0.5,11,9,29,36,9,8,19,21,0.58,2,1,10,13,0.36,17,0,0.5,,,,,,,0.72,43,17,70,34,1.63,2,56.5,25.5,91.98,51
924,824,,9,9,16,28,8,8,12,8,0.29,1,1,4,6,0.21,6,2,0.54,15,21,26,44,11,15,18,10,0.23,4,6,8,18,0.41,6,0,0.5,,,,,,,0.64,44,16,72,28,1.64,1.75,58,22,94.91,38.5
882,816,,8,15,21,32,6,11,15,13,0.41,2,4,6,12,0.38,6,0,0.5,14,36,17,46,10,23,13,23,0.5,4,13,4,21,0.46,18,2,0.52,,,,,,,0.7,57,25,92,46,1.61,1.84,74.5,35.5,120.25,65.32
808,824,,30,28,13,50,21,19,10,13,0.26,9,9,3,21,0.42,6,0,0.5,16,26,26,48,12,17,19,9,0.19,4,9,7,20,0.42,7,4,0.65,,,,,,,1.04,84,34,81,33,0.96,0.97,82.5,33.5,79.55,32.51
952,776,,5,7,12,22,5,7,10,8,0.36,0,0,2,2,0.09,4,0,0.5,19,20,31,50,15,16,19,7,0.14,4,4,12,20,0.4,16,0,0.5,,,,,,,0.44,32,10,77,27,2.41,2.7,54.5,18.5,131.14,49.95
924,832,,10,11,17,32,9,10,13,7,0.22,1,1,4,6,0.19,6,0,0.5,12,16,23,38,9,10,15,7,0.18,3,6,8,17,0.45,7,0,0.5,,,,,,,0.84,45,13,62,24,1.38,1.85,53.5,18.5,73.71,34.15
944,918,,9,5,14,24,8,5,11,9,0.38,1,0,3,4,0.17,5,0,0.5,9,17,11,30,8,13,9,9,0.3,1,4,2,7,0.23,5,2,0.53,,,,,,,0.8,37,13,48,18,1.3,1.38,42.5,15.5,55.14,21.46
846,834,,21,15,17,38,14,11,12,7,0.18,7,4,5,16,0.42,5,2,0.61,5,31,21,40,5,20,15,20,0.5,0,11,6,17,0.43,16,0,0.5,,,,,,,0.95,63,25,77,37,1.22,1.48,70,31,85.56,45.88
900,848,,5,23,9,28,5,15,8,17,0.61,0,8,1,9,0.32,15,0,0.5,13,27,11,38,10,18,7,16,0.42,3,9,4,16,0.42,11,0,0.5,,,,,,,0.74,54,26,70,32,1.3,1.23,62,29,80.37,35.69
904,838,,9,16,18,34,8,12,14,8,0.24,1,4,4,9,0.26,3,0,0.5,20,15,22,42,14,12,15,3,0.07,6,3,7,16,0.38,5,0,0.5,,,,,,,0.81,51,17,61,19,1.2,1.12,56,18,66.98,20.12
878,926,,8,16,24,36,7,12,17,15,0.42,1,4,7,12,0.33,9,2,0.56,12,8,13,26,10,6,10,4,0.15,2,2,3,7,0.27,2,0,0.5,,,,,,,1.38,65,29,37,11,0.57,0.38,51,20,29.03,7.59
844,850,,7,16,26,36,6,10,17,15,0.42,1,6,9,16,0.44,11,2,0.67,21,18,15,38,14,12,12,4,0.11,7,6,3,16,0.42,5,2,0.61,,,,,,,0.95,69,33,60,22,0.87,0.67,64.5,27.5,56.09,18.33
858,832,,7,14,28,36,6,10,19,21,0.58,1,4,9,14,0.39,13,2,0.58,19,29,14,46,14,19,13,11,0.24,5,10,1,16,0.35,14,0,0.5,,,,,,,0.78,73,37,73,27,1,0.73,73,32,73,23.35
898,646,,9,8,25,32,7,8,17,19,0.59,2,0,8,10,0.31,14,0,0.5,30,41,22,68,20,21,17,25,0.37,10,20,5,35,0.51,25,4,0.65,,,,,,,0.47,61,29,132,64,2.16,2.21,96.5,46.5,208.82,102.62
916,924,,12,14,7,26,9,10,6,7,0.27,3,4,1,8,0.31,4,0,0.5,10,7,13,26,7,7,10,4,0.15,3,0,3,6,0.23,3,2,0.54,,,,,,,1,41,15,38,12,0.93,0.8,39.5,13.5,36.61,10.8
810,720,,31,10,21,46,21,8,16,20,0.43,10,2,5,17,0.37,13,2,0.61,25,30,33,58,17,19,22,8,0.14,8,11,11,30,0.52,3,0,0.5,,,,,,,0.79,85,39,96,38,1.13,0.97,90.5,38.5,102.21,37.51
898,928,,16,8,19,32,12,7,13,7,0.22,4,1,6,11,0.34,7,0,0.5,7,9,17,26,6,8,12,10,0.38,1,1,5,7,0.27,8,0,0.5,,,,,,,1.23,50,18,43,17,0.86,0.94,46.5,17.5,39.99,16.53
898,902,,19,7,15,30,13,6,11,9,0.3,6,1,4,11,0.37,7,2,0.57,18,9,17,36,14,8,14,6,0.17,4,1,3,8,0.22,4,0,0.5,,,,,,,0.83,52,22,50,14,0.96,0.64,51,18,49.04,11.45
904,934,,5,5,26,28,5,4,19,29,1.04,0,1,7,8,0.29,13,0,0.5,11,13,8,28,9,12,7,8,0.29,2,1,1,4,0.14,2,0,0.5,,,,,,,1,65,37,40,12,0.62,0.32,52.5,24.5,32.31,7.95
786,900,,28,20,30,54,20,14,20,6,0.11,8,6,10,24,0.44,6,2,0.56,9,14,21,34,8,11,15,11,0.32,1,3,6,10,0.29,8,0,0.5,,,,,,,1.59,86,32,55,21,0.64,0.66,70.5,26.5,45.09,17.39
926,928,,6,13,15,28,6,10,12,8,0.29,0,3,3,6,0.21,3,0,0.5,8,13,10,24,7,10,7,6,0.25,1,3,3,7,0.29,2,0,0.5,,,,,,,1.17,42,14,37,13,0.88,0.93,39.5,13.5,34.8,12.54
808,908,,21,25,10,42,14,16,7,6,0.14,7,9,3,19,0.45,8,0,0.5,7,22,10,30,6,16,8,18,0.6,1,6,2,9,0.3,9,0,0.5,,,,,,,1.4,67,25,57,27,0.85,1.08,62,26,52.75,28.08
872,848,,22,5,10,30,14,4,7,21,0.7,8,1,3,12,0.4,12,0,0.5,10,30,14,40,8,21,10,23,0.58,2,9,4,15,0.38,12,0,0.5,,,,,,,0.75,63,33,78,38,1.24,1.15,70.5,35.5,87.29,40.88
884,890,,7,26,10,34,6,18,10,20,0.59,1,8,0,9,0.26,15,2,0.65,17,16,12,32,12,11,9,4,0.13,5,5,3,13,0.41,2,0,0.5,,,,,,,1.06,65,31,49,17,0.75,0.55,57,24,42.97,13.16
916,852,,6,10,19,28,6,9,13,11,0.39,0,1,6,7,0.25,11,0,0.5,25,15,12,38,17,11,10,13,0.34,8,4,2,14,0.37,10,2,0.53,,,,,,,0.74,46,18,67,29,1.46,1.61,56.5,23.5,82.29,37.86
858,832,,18,22,16,42,14,16,12,6,0.14,4,6,4,14,0.33,4,2,0.52,18,24,12,40,13,17,7,11,0.28,5,7,5,17,0.43,4,0,0.5,,,,,,,1.05,64,22,68,28,1.06,1.27,66,25,70.13,31.82
804,862,,21,13,20,40,14,7,15,5,0.13,7,6,5,18,0.45,3,2,0.73,17,16,20,38,13,12,13,1,0.03,4,4,7,15,0.39,6,0,0.5,,,,,,,1.05,65,25,54,16,0.83,0.64,59.5,20.5,49.43,13.12
746,800,,18,25,40,56,13,18,25,19,0.34,5,7,15,27,0.48,18,6,0.77,10,25,29,46,9,17,20,14,0.3,1,8,9,18,0.39,9,0,0.5,,,,,,,1.22,108,52,78,32,0.72,0.62,93,42,67.17,25.85
884,848,,16,17,7,32,10,13,6,7,0.22,6,4,1,11,0.34,7,2,0.59,22,4,26,36,14,4,18,18,0.5,8,0,8,16,0.44,8,0,0.5,,,,,,,0.89,52,20,70,34,1.35,1.7,61,27,82.12,45.9
814,922,,16,22,16,40,11,15,10,5,0.13,5,7,6,18,0.45,3,0,0.5,10,14,12,30,8,12,10,6,0.2,2,2,2,6,0.2,0,0,0.5,,,,,,,1.33,63,23,42,12,0.67,0.52,52.5,17.5,35,9.13
840,626,,16,13,22,38,12,9,14,13,0.34,4,4,8,16,0.42,8,0,0.5,16,36,30,66,11,17,17,24,0.36,5,19,13,37,0.56,20,4,0.62,,,,,,,0.58,67,29,131,65,1.96,2.24,99,47,193.57,105.34
774,868,,16,24,24,46,11,16,15,5,0.11,5,8,9,22,0.48,5,0,0.5,19,19,16,40,15,14,11,5,0.13,4,5,5,14,0.35,1,0,0.5,,,,,,,1.15,73,27,59,19,0.81,0.7,66,23,53.34,16.19
914,840,,7,6,16,26,6,6,10,16,0.62,1,0,6,7,0.27,11,2,0.54,9,11,34,38,8,9,21,25,0.66,1,2,13,16,0.42,23,0,0.5,,,,,,,0.68,51,25,79,41,1.55,1.64,65,33,100.69,54.12
892,698,,3,15,20,28,3,12,13,11,0.39,0,3,7,10,0.36,11,0,0.5,37,19,9,50,17,13,6,37,0.74,20,6,3,29,0.58,31,2,0.64,,,,,,,0.56,49,21,118,68,2.41,3.24,83.5,44.5,201.08,144.1
898,788,,18,10,10,30,14,7,7,12,0.4,4,3,3,10,0.33,2,0,0.5,22,29,20,50,16,19,15,7,0.14,6,10,5,21,0.42,9,0,0.5,,,,,,,0.6,52,22,78,28,1.5,1.27,65,25,97.5,31.82
832,894,,20,10,27,42,14,8,19,15,0.36,6,2,8,16,0.38,8,0,0.5,11,17,16,34,9,13,12,5,0.15,2,4,4,10,0.29,2,0,0.5,,,,,,,1.24,73,31,49,15,0.67,0.48,61,23,40.95,11.13
910,814,,12,7,20,30,9,6,15,15,0.5,3,1,5,9,0.3,6,0,0.5,8,34,16,42,6,23,10,27,0.64,2,11,6,19,0.45,14,0,0.5,,,,,,,0.71,54,24,88,46,1.63,1.92,71,35,115.7,67.08
938,872,,5,5,19,24,5,5,14,18,0.75,0,0,5,5,0.21,10,0,0.5,20,13,17,36,14,11,11,6,0.17,6,2,6,14,0.39,4,0,0.5,,,,,,,0.67,47,23,56,20,1.19,0.87,51.5,21.5,61.36,18.7
842,796,,13,18,25,40,10,13,17,11,0.28,3,5,8,16,0.4,8,0,0.5,11,25,34,48,9,17,22,18,0.38,2,8,12,22,0.46,14,2,0.52,,,,,,,0.83,67,27,90,42,1.34,1.56,78.5,34.5,105.45,53.67
908,966,,7,13,17,28,6,9,13,11,0.39,1,4,4,9,0.32,3,0,0.5,11,6,5,20,9,6,5,7,0.35,2,0,0,2,0.1,4,0,0.5,,,,,,,1.4,48,20,29,9,0.6,0.45,38.5,14.5,23.26,6.53
672,808,,30,31,31,66,20,21,17,9,0.14,10,10,14,34,0.52,8,0,0.5,18,22,28,48,14,15,19,9,0.19,4,7,9,20,0.42,7,0,0.5,,,,,,,1.38,109,43,77,29,0.71,0.67,93,36,65.7,24.28
924,858,,7,5,19,24,6,5,13,15,0.63,1,0,6,7,0.29,11,0,0.5,18,16,21,40,13,12,15,5,0.13,5,4,6,15,0.38,3,0,0.5,,,,,,,0.6,46,22,60,20,1.3,0.91,53,21,69.13,19.09
866,930,,21,6,14,32,14,6,11,13,0.41,7,0,3,10,0.31,11,2,0.53,6,11,15,26,6,9,11,7,0.27,0,2,4,6,0.23,6,0,0.5,,,,,,,1.23,57,25,39,13,0.68,0.52,48,19,32.84,9.88
902,902,,16,15,10,34,12,13,7,5,0.15,4,2,3,9,0.26,3,0,0.5,10,15,18,34,9,12,13,5,0.15,1,3,5,9,0.26,6,0,0.5,,,,,,,1,48,14,48,14,1,1,48,14,48,14
896,902,,11,10,23,34,9,9,16,14,0.41,2,1,7,10,0.29,11,0,0.5,15,12,11,32,10,10,9,7,0.22,5,2,2,9,0.28,6,0,0.5,,,,,,,1.06,58,24,48,16,0.83,0.67,53,20,43.86,13.33
812,872,,16,15,25,46,10,13,17,11,0.24,6,2,8,16,0.35,8,2,0.59,7,15,23,36,6,10,17,15,0.42,1,5,6,12,0.33,6,0,0.5,,,,,,,1.28,75,29,63,27,0.84,0.93,69,28,57.96,26.07
928,932,,8,9,15,26,7,7,12,10,0.38,1,2,3,6,0.23,3,0,0.5,8,6,17,26,8,6,12,10,0.38,0,0,5,5,0.19,10,0,0.5,,,,,,,1,42,16,41,15,0.98,0.94,41.5,15.5,40.51,14.53
904,852,,14,7,20,32,11,6,15,13,0.41,3,1,5,9,0.28,6,0,0.5,16,14,18,38,12,12,10,4,0.11,4,2,8,14,0.37,10,0,0.5,,,,,,,0.84,54,22,56,18,1.04,0.82,55,20,57.04,16.36
906,768,,17,15,8,30,12,11,7,6,0.2,5,4,1,10,0.33,5,2,0.63,22,13,33,56,16,12,17,28,0.5,6,1,16,23,0.41,25,0,0.5,,,,,,,0.54,48,18,107,51,2.23,2.83,77.5,34.5,172.76,97.75
952,948,,6,11,9,24,6,10,8,6,0.25,0,1,1,2,0.08,1,0,0.5,6,7,10,20,5,7,7,4,0.2,1,0,3,4,0.2,5,0,0.5,,,,,,,1.2,32,8,28,8,0.88,1,30,8,26.25,8
862,838,,11,9,26,32,7,7,17,19,0.59,4,2,9,15,0.47,12,2,0.69,10,21,24,38,8,14,16,10,0.26,2,7,8,17,0.45,7,0,0.5,,,,,,,0.84,68,36,65,27,0.96,0.75,66.5,31.5,63.57,23.63
926,896,,7,6,15,24,6,6,10,12,0.5,1,0,5,6,0.25,9,0,0.5,7,9,23,28,6,7,15,17,0.61,1,2,8,11,0.39,13,0,0.5,,,,,,,0.86,42,18,56,28,1.33,1.56,49,23,65.33,35.78
840,866,,10,7,38,40,9,7,24,32,0.8,1,0,14,15,0.38,27,4,0.73,6,26,11,32,5,18,7,22,0.69,1,8,4,13,0.41,11,0,0.5,,,,,,,1.25,91,51,67,35,0.74,0.69,79,43,58.16,29.51
892,906,,9,13,25,38,8,12,18,16,0.42,1,1,7,9,0.24,12,2,0.53,9,25,6,32,8,18,6,22,0.69,1,7,0,8,0.25,13,0,0.5,,,,,,,1.19,65,27,62,30,0.95,1.11,63.5,28.5,60.57,31.67
954,924,,4,8,12,20,4,7,9,7,0.35,0,1,3,4,0.2,5,0,0.5,4,16,13,26,4,11,11,7,0.27,0,5,2,7,0.27,8,0,0.5,,,,,,,0.77,31,11,40,14,1.29,1.27,35.5,12.5,45.81,15.91
814,866,,22,7,19,36,14,7,10,9,0.25,8,0,9,17,0.47,10,0,0.5,20,14,20,40,14,11,15,5,0.13,6,3,5,14,0.35,4,0,0.5,,,,,,,0.9,62,26,59,19,0.95,0.73,60.5,22.5,57.57,16.44
946,786,,14,5,9,24,11,5,8,9,0.38,3,0,1,4,0.17,5,0,0.5,21,23,24,48,14,17,15,3,0.06,7,6,9,22,0.46,5,0,0.5,,,,,,,0.5,37,13,73,25,1.97,1.92,55,19,108.51,36.54
874,886,,9,7,26,36,9,7,17,24,0.67,0,0,9,9,0.25,18,0,0.5,14,17,18,38,11,13,14,4,0.11,3,4,4,11,0.29,1,0,0.5,,,,,,,0.95,69,33,53,15,0.77,0.45,61,24,46.86,10.91
968,914,,6,3,9,16,5,3,8,8,0.5,1,0,1,2,0.13,1,0,0.5,17,9,10,30,13,8,7,9,0.3,4,1,3,8,0.27,4,0,0.5,,,,,,,0.53,26,10,47,17,1.81,1.7,36.5,13.5,65.98,22.95
886,730,,14,21,10,36,11,15,7,9,0.25,3,6,3,12,0.33,6,2,0.61,16,37,36,60,12,24,24,12,0.2,4,13,12,29,0.48,10,0,0.5,,,,,,,0.6,59,23,101,41,1.71,1.78,80,32,136.95,57.04
922,760,,9,5,21,28,8,5,15,17,0.61,1,0,6,7,0.25,11,2,0.54,21,36,23,54,15,23,16,15,0.28,6,13,7,26,0.48,13,0,0.5,,,,,,,0.52,54,26,95,41,1.76,1.58,74.5,33.5,131.06,52.83
696,742,,35,25,26,60,23,18,18,12,0.2,12,7,8,27,0.45,9,2,0.6,27,30,13,52,18,17,10,14,0.27,9,13,3,25,0.48,14,2,0.71,,,,,,,1.15,101,41,93,41,0.92,1,97,41,89.32,41
872,888,,11,20,15,36,9,14,10,6,0.17,2,6,5,13,0.36,5,0,0.5,9,13,21,32,7,11,14,10,0.31,2,2,7,11,0.34,10,0,0.5,,,,,,,1.13,55,19,53,21,0.96,1.11,54,20,52.04,22.11
876,868,,16,12,21,36,12,9,15,9,0.25,4,3,6,13,0.36,5,2,0.53,19,20,14,40,14,14,12,2,0.05,5,6,2,13,0.33,5,0,0.5,,,,,,,0.9,60,24,55,15,0.92,0.63,57.5,19.5,52.71,12.19
926,866,,15,8,11,28,11,8,9,5,0.18,4,0,2,6,0.21,6,0,0.5,20,12,20,38,15,9,14,7,0.18,5,3,6,14,0.37,4,0,0.5,,,,,,,0.74,39,11,59,21,1.51,1.91,49,16,74.13,30.55
740,828,,19,28,34,56,12,20,22,10,0.18,7,8,12,27,0.48,9,6,0.71,19,23,15,42,13,16,10,6,0.14,6,7,5,18,0.43,3,0,0.5,,,,,,,1.33,99,43,66,24,0.67,0.56,82.5,33.5,55,18.7
700,840,,20,22,41,56,14,16,25,22,0.39,6,6,16,28,0.5,20,2,0.71,14,31,19,48,12,21,15,15,0.31,2,10,4,16,0.33,14,0,0.5,,,,,,,1.17,108,52,79,31,0.73,0.6,93.5,41.5,68.39,24.74
776,766,,10,30,26,48,9,20,17,12,0.25,1,10,9,20,0.42,10,2,0.6,27,32,23,56,18,22,16,10,0.18,9,10,7,26,0.46,4,2,0.55,,,,,,,0.86,82,34,94,38,1.15,1.12,88,36,100.88,40.24
904,798,,11,2,26,30,10,2,18,24,0.8,1,0,8,9,0.3,15,2,0.6,22,33,18,50,15,22,13,16,0.32,7,11,5,23,0.46,10,0,0.5,,,,,,,0.6,65,35,89,39,1.37,1.11,77,37,105.43,41.23
936,834,,5,7,18,24,4,6,14,18,0.75,1,1,4,6,0.25,6,2,0.63,18,18,25,44,13,13,18,10,0.23,5,5,7,17,0.39,4,0,0.5,,,,,,,0.55,50,26,71,27,1.42,1.04,60.5,26.5,85.91,27.52
930,838,,4,12,17,28,4,11,13,11,0.39,0,1,4,5,0.18,7,0,0.5,14,29,17,42,10,20,12,18,0.43,4,9,5,18,0.43,9,0,0.5,,,,,,,0.67,44,16,78,36,1.77,2.25,61,26,108.14,58.5
911,920,,12,9,17,29,10,7,12,7,0.24,2,2,5,9,0.31,6,0,0.55,8,10,14,26,7,7,11,7,0.27,1,3,3,7,0.27,2,0,0.5,,,,,,,1.12,45,16,40,14,0.89,0.88,42.5,15,37.78,13.13
932,886,,9,10,12,28,8,7,11,5,0.18,1,3,1,5,0.18,4,2,0.64,11,16,18,34,9,12,13,5,0.15,2,4,5,11,0.32,4,0,0.5,,,,,,,0.82,40,12,50,16,1.25,1.33,45,14,56.25,18.67
918,860,,7,13,15,28,6,10,12,8,0.29,1,3,3,7,0.25,2,0,0.5,25,9,15,38,17,8,12,16,0.42,8,1,3,12,0.32,12,2,0.61,,,,,,,0.74,43,15,68,30,1.58,2,55.5,22.5,87.77,45
926,914,,10,6,19,30,9,6,15,15,0.5,1,0,4,5,0.17,7,0,0.5,12,15,13,34,10,12,12,2,0.06,2,3,1,6,0.18,3,0,0.5,,,,,,,0.88,50,20,42,8,0.84,0.4,46,14,38.64,5.6
654,808,,41,27,31,66,25,19,21,12,0.18,16,8,10,34,0.52,14,2,0.59,18,22,28,48,14,15,19,9,0.19,4,7,9,20,0.42,7,0,0.5,,,,,,,1.38,114,48,77,29,0.68,0.6,95.5,38.5,64.5,23.26
916,756,,11,7,20,32,10,7,15,13,0.41,1,0,5,6,0.19,9,0,0.5,15,30,33,54,12,21,21,9,0.17,3,9,12,24,0.44,12,0,0.5,,,,,,,0.59,51,19,87,33,1.71,1.74,69,26,117.71,45.16
958,718,,11,3,9,20,9,3,8,7,0.35,2,0,1,3,0.15,3,0,0.5,22,29,34,58,14,20,22,8,0.14,8,9,12,29,0.5,7,0,0.5,,,,,,,0.34,30,10,95,37,3.17,3.7,62.5,23.5,197.92,86.95
968,904,,4,5,10,18,4,5,9,9,0.5,0,0,1,1,0.06,2,0,0.5,15,11,17,34,12,9,13,5,0.15,3,2,4,9,0.26,3,0,0.5,,,,,,,0.53,28,10,48,14,1.71,1.4,38,12,65.14,16.8
968,876,,3,8,9,18,3,7,8,6,0.33,0,1,1,2,0.11,1,0,0.5,11,24,14,36,9,17,10,15,0.42,2,7,4,13,0.36,8,0,0.5,,,,,,,0.5,26,8,64,28,2.46,3.5,45,18,110.77,63
824,882,,9,23,23,42,8,14,17,9,0.21,1,9,6,16,0.38,11,2,0.6,11,24,8,32,9,16,7,16,0.5,2,8,1,11,0.34,13,0,0.5,,,,,,,1.31,69,27,59,27,0.86,1,64,27,54.72,27
932,956,,16,10,7,28,13,9,6,11,0.39,3,1,1,5,0.18,4,0,0.5,11,8,5,20,8,7,5,4,0.2,3,1,0,4,0.2,5,0,0.5,,,,,,,1.4,44,16,28,8,0.64,0.5,36,12,22.91,6
750,876,,24,28,26,52,17,18,17,2,0.04,7,10,9,26,0.5,4,0,0.5,15,18,16,36,11,13,12,3,0.08,4,5,4,13,0.36,2,2,0.58,,,,,,,1.44,80,28,54,18,0.68,0.64,67,23,45.23,14.79
886,904,,15,9,20,34,12,9,13,5,0.15,3,0,7,10,0.29,11,0,0.5,8,16,17,32,8,12,12,4,0.13,0,4,5,9,0.28,6,0,0.5,,,,,,,1.06,49,15,45,13,0.92,0.87,47,14,43.16,12.13
764,792,,11,40,27,52,9,26,17,26,0.5,2,14,10,26,0.5,16,4,0.69,20,19,26,50,14,15,17,7,0.14,6,4,9,19,0.38,8,2,0.56,,,,,,,1.04,108,56,78,28,0.72,0.5,93,42,67.17,21
910,896,,17,7,11,28,13,6,7,11,0.39,4,1,4,9,0.32,3,0,0.5,5,21,14,30,5,14,11,12,0.4,0,7,3,10,0.33,11,0,0.5,,,,,,,0.93,48,20,52,22,1.08,1.1,50,21,54.17,23.1
952,888,,8,10,7,22,7,9,6,5,0.23,1,1,1,3,0.14,0,0,0.5,18,9,7,26,10,7,6,13,0.5,8,2,1,11,0.42,13,0,0.5,,,,,,,0.85,30,8,50,24,1.67,3,40,16,66.67,48
918,860,,16,3,11,24,12,3,7,12,0.5,4,0,4,8,0.33,4,0,0.5,6,21,23,36,6,15,15,9,0.25,0,6,8,14,0.39,10,2,0.69,,,,,,,0.67,44,20,61,25,1.39,1.25,52.5,22.5,72.78,28.13
